2973131072 | 2020-01-01T01:00:00 | Run | BS w tlenie 12-14km  | 60 | 30 | 142 | 150 | 0 | 0 | 0 | 0 | 0 | 84 | 3.676 | 12000 | Mocno czuję nogi po wczorajszym bieganiu
2975674614 | 2020-01-02T01:00:00 | AlpineSki | Jaworzyna | 50 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 24300 | Najszybszy zjazd na Jaworzynie
2976452805 | 2020-01-02T02:00:00 | Swim | Rege - 3x400m | 35 | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1200 | Bardzo dobre tempo
2977918909 | 2020-01-03T01:00:00 | Run | BS 3km+3x3km(tempo 3.40)/2min odpoczynku+1-2kmBS | 60 | 30 | 153 | 169 | 0 | 0 | 0 | 0 | 0 | 118 | 3.921 | 13400 | Bardzo mocny wiatr
2978188689 | 2020-01-03T02:00:00 | WeightTraining | SM - Nogi + ręce + core | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
2982232272 | 2020-01-04T01:00:00 | AlpineSki | Spytkowice | 35 | 20 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 8300 |
2982232360 | 2020-01-04T02:00:00 | Run | BS 12-14km w tlenie | 50 | 30 | 137 | 146 | 0 | 0 | 0 | 0 | 0 | 106 | 3.508 | 10000 | Niskie tętno, bardzo zmęczony po nartach i całym dniu jazdy
2984249371 | 2020-01-05T01:00:00 | Run | BS 14-16km | 70 | 30 | 143 | 151 | 0 | 0 | 0 | 0 | 0 | 104 | 3.663 | 15100 |
2988067485 | 2020-01-06T01:00:00 | BackcountrySki | Tatry - Kasprowy | 210 | 15 | 121 | 157 | 0 | 0 | 0 | 0 | 0 | 1122 | 0 | 18900 |
2989646880 | 2020-01-07T01:00:00 | Run | 400-600-800-800-600-400/ na przerwach 1-1,5 min | 50 | 30 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 99 | 3.69 | 10200 | Brak pomiaru tętna
2993709334 | 2020-01-08T01:00:00 | Run | BS w  tlenie 12km na tętno 135 | 60 | 90 | 134 | 140 | 0 | 0 | 0 | 0 | 0 | 13 | 3.448 | 12000 | Kiepski trening po saunie
2996739932 | 2020-01-09T01:00:00 | WeightTraining | Core + ręce | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
2995915825 | 2020-01-09T02:00:00 | Run | BS 8km na tetno 140-145+siła biegowa z podbiegami | 65 | 30 | 145 | 170 | 0 | 0 | 0 | 0 | 0 | 221 | 3.267 | 12400 | 7km/144/4:30
2998912240 | 2020-01-10T01:00:00 | WeightTraining | SM - Nogi + core | 90 | 30 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
3002306060 | 2020-01-11T01:00:00 | Run | BS 2-3km + 4x2km( tempo 3.30-40)/2-3min odpoczynku+2-3km  | 65 | 10 | 151 | 175 | 0 | 0 | 0 | 0 | 0 | 15 | 3.773 | 14100 | Mocny trening
3004759243 | 2020-01-12T01:00:00 | Run | BS w  tlenie 12km na tętno 135 - Lasek | 75 | 25 | 145 | 162 | 0 | 0 | 0 | 0 | 0 | 368 | 3.095 | 13100 |
3008127217 | 2020-01-13T01:00:00 | WeightTraining | SM - Nogi + core | 95 | 10 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
3010381400 | 2020-01-14T01:00:00 | Swim | Technika | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1800 |
3010769409 | 2020-01-14T02:00:00 | Run | BS 3km+ 4x200/200+3-4x1km(tempo 3.23-25)/2 min odpoczynku+4x400(1min 10-12sek)/400(truchtu +1-2km BS | 70 | 20 | 143 | 177 | 0 | 0 | 0 | 0 | 0 | 10 | 3.496 | 14000 | Dobry trening, szybkie interwały - 1km@3:21-3:23 i tętno 165, 400m - tempo 3:00 (1'12)
3013629406 | 2020-01-15T01:00:00 | Run |  BS 8-10km w tlenie(regeneracja | 50 | 80 | 134 | 140 | 0 | 0 | 0 | 0 | 0 | 10 | 3.46 | 10200 |
3017327531 | 2020-01-16T01:00:00 | WeightTraining | Core + gumy | 45 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
3016133731 | 2020-01-16T02:00:00 | Run | 12-14km w tlenie 4.15-20 | 65 | 30 | 147 | 154 | 0 | 0 | 0 | 0 | 0 | 0 | 3.861 | 14100 | Dosyć wysokie tętno w drugiej połowie, dryf tętna
3019615017 | 2020-01-17T01:00:00 | BackcountrySki | Tatry - Kasprowy | 220 | 0 | 124 | 158 | 0 | 0 | 0 | 0 | 0 | 1070 | 0 | 15900 |
3022698060 | 2020-01-18T01:00:00 | Run | BS 2km+8km w II zakresie (tempo 3.55-4min)+1-2km BS | 55 | 25 | 148 | 161 | 0 | 0 | 0 | 0 | 0 | 15 | 3.984 | 12100 | Dużo niższe tętno niż 21.12
3024894583 | 2020-01-19T01:00:00 | Run | BS 16-18km w tlenie, lub lasek wolski  | 100 | 25 | 145 | 161 | 0 | 0 | 0 | 0 | 0 | 530 | 3.236 | 18500 | Dużo błota, ślisko, dużo szybsze tempo niż ostatnio na tym samym tętnie
3028583851 | 2020-01-20T01:00:00 | WeightTraining | SM - Nogi + core | 90 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
3031048048 | 2020-01-21T01:00:00 | Swim | Technika | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1800 |
3031042215 | 2020-01-21T02:00:00 | Run | BS 8-10km w tlenie+SB z podbiegami+2-3km BS | 70 | 30 | 142 | 164 | 0 | 0 | 0 | 0 | 0 | 214 | 3.355 | 13700 |
3034121515 | 2020-01-22T01:00:00 | Run | BS 3km+interwały 3x1500(3.25-27)/1,5-2min odpoczynku+1km truchtu+3x1km(3.20-23)/1,5-2min odpoczynku+2-3km BS  | 70 | 30 | 146 | 175 | 0 | 0 | 0 | 0 | 0 | 25 | 3.69 | 15000 | Silny wiatr, trochę brakuje siły na interwałach, zwłaszcza pod wiatr dużo wolniej, interwały 1500: 3:22/162, 3:31/166, 3:22/164, interwały 1000: 3:19/164, 3:30/164, 3:17/163
3036571226 | 2020-01-23T01:00:00 | Run | BS 12-14km w tlenie | 65 | 100 | 140 | 148 | 0 | 0 | 0 | 0 | 0 | 36 | 3.69 | 13400 |
3039062151 | 2020-01-24T01:00:00 | Swim | CSS - 15x100m/10s @1:44 | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2100 | Rewelacyjny trening - życiówka 100m/10s - lepiej o ponad 2s od ostatniej. Pierwszy jakościowy trening od września. Przerwy co 13s.
3039086502 | 2020-01-24T02:00:00 | Ride | Interwały - big ring - 10*1min | 50 | 10 | 135 | 169 | 79 | 292 | 0 | 55.5 | 0 | 68 | 8.055 | 24600 | Rewelacyjny trening, zwłaszcza po tak długiej przerwie, niskie tętno, wysoka moc. Interwały - tętno maks. 154-169, śr. W - 427 - 446
3042312811 | 2020-01-25T01:00:00 | Run | BS 3km+4km(tempo progowe, około 3.40-45)/3min odpocynku w truchcie+3km(3.40-45)/3min+1km(3.15-20)+2-3km BS | 65 | 35 | 151 | 179 | 0 | 0 | 0 | 0 | 0 | 26 | 3.952 | 15100 | Raczej słaby trening, za wysokie tętno, 4km/3:41/160, 3km/3:40/162, 1km@3:11/166
3045159815 | 2020-01-26T01:00:00 | Run | BS 22-24km w tlenie,lub  skitury/narty,  może być Lasek | 125 | 10 | 145 | 161 | 0 | 0 | 0 | 0 | 0 | 733 | 3.278 | 23600 | Bardzo dobry trening, niskie tętno, dobre tempo
3046221084 | 2020-01-26T02:00:00 | WeightTraining | Core + ręce | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
3047836053 | 2020-01-27T01:00:00 | Ride | Interwały - big ring - 12*1min | 55 | 0 | 135 | 169 | 77 | 297 | 0 | 61.8 | 0 | 71 | 8.083 | 27000 | Identyczny trening jak w piątek. Interwały - tętno maks. 158-168, śr. W - 428 - 444
3048287407 | 2020-01-27T02:00:00 | WeightTraining | Core + ręce | 50 | 30 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
3051063398 | 2020-01-28T01:00:00 | Run | BS 12-14km na tętno 130-135 | 60 | 90 | 132 | 138 | 0 | 0 | 0 | 0 | 0 | 48 | 3.472 | 12100 |
3053292549 | 2020-01-29T01:00:00 | Run | BS 5-6km+siła biegowa z podbiegami+BS 4-5km | 65 | 25 | 143 | 167 | 0 | 0 | 0 | 0 | 0 | 192 | 3.236 | 12100 |
3054616989 | 2020-01-29T02:00:00 | WeightTraining | SM - Nogi + ręce + core | 90 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
3056269549 | 2020-01-30T01:00:00 | Run | Tlen 16km | 75 | 10 | 143 | 150 | 0 | 0 | 0 | 0 | 0 | 42 | 3.731 | 16400 | Zmęczony i niewyspany, wysokie tętno
3059527679 | 2020-01-31T01:00:00 | BackcountrySki | Bieszczady - Wielka Rawka | 190 | 0 | 124 | 164 | 0 | 0 | 0 | 0 | 0 | 803 | 0 | 11500 |
3062596265 | 2020-02-01T01:00:00 | BackcountrySki | Bieszczady - Okrąglik + Fereczata | 190 | 10 | 118 | 152 | 0 | 0 | 0 | 0 | 0 | 746 | 0 | 13500 |
3066025222 | 2020-02-02T01:00:00 | BackcountrySki | Bieszczady - Rypi Wierch + pasmo graniczne | 130 | 0 | 108 | 145 | 0 | 0 | 0 | 0 | 0 | 521 | 0 | 9500 |
3067583790 | 2020-02-03T01:00:00 | Swim | Technika + 6x100m@1:35 łapki  | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1800 | Bardzo szybkie interwały w łapkach
3067823234 | 2020-02-03T02:00:00 | Run | rozruch 2km i 10-12 km po 4.10 nie szybciej +1-2km truchtu | 60 | 70 | 150 | 160 | 0 | 0 | 0 | 0 | 0 | 62 | 3.875 | 14100 | Wyraźnie zmęczony po skiturach, wysokie tętno, fizjoterapia
3071143376 | 2020-02-04T01:00:00 | Run | 8-10km na tetno 130-135 | 60 | 0 | 130 | 135 | 0 | 0 | 0 | 0 | 0 | 33 | 3.344 | 10000 |
3073944299 | 2020-02-05T01:00:00 | Run | rozruch 3km+4x200(34-36sek)/200+2x400(1.12-15)/400truchtu+1x800(tempo 3.10)/2 min odpoczynku+2x400/400+4x200/200+1-2km truchtu | 60 | 0 | 147 | 180 | 0 | 0 | 0 | 0 | 0 | 61 | 3.571 | 12000 | Zakładka, bardzo dobry i zdecydowanie najszybszy trening na stadionie
3073945370 | 2020-02-05T02:00:00 | Ride | Zakładka - Interwały - big ring - 12*1min | 50 | 10 | 145 | 174 | 74 | 305 | 0 | 57 | 0 | 57 | 8.166 | 23400 | Wysokie tętno po mocnym bieganiu, ale czuję moc w nogach. Interwały - tętno maks. 165-173, śr. W - 431-441
3074392854 | 2020-02-05T03:00:00 | WeightTraining | Core + ręce | 55 | 100 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
3077513660 | 2020-02-06T01:00:00 | WeightTraining | SM - Nogi + ręce + core | 90 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
3079839118 | 2020-02-07T01:00:00 | Run | Tlen 17-20km | 90 | 30 | 143 | 149 | 0 | 0 | 0 | 0 | 0 | 30 | 3.773 | 18300 | Czuję łydki po środzie, wysokie tętno
3083274481 | 2020-02-08T01:00:00 | Hike | Góry z dziećmi | 180 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 696 | 0 | 9200 |
3086420268 | 2020-02-09T01:00:00 | BackcountrySki | Stare Wierchy | 180 | 0 | 116 | 153 | 0 | 0 | 0 | 0 | 0 | 793 | 0 | 13500 |
3086420369 | 2020-02-09T02:00:00 | Run | rozruch 3km+5km(tempo 3.45-50)/3 min odpoczynku+2,5km(tempo 3.35-40)/2min odpoczynku+1km(tempo 3.15)+1-2km BS | 65 | 30 | 148 | 180 | 0 | 0 | 0 | 0 | 0 | 38 | 3.921 | 14000 | Zmęczony po skiturach, troszkę czuję łydki w połowie dystansu
3088292448 | 2020-02-10T01:00:00 | Run | Tlen | 65 | 120 | 144 | 149 | 0 | 0 | 0 | 0 | 0 | 47 | 3.937 | 15100 | Bardzo mocny wiatr (60km//h), super trening, niskie tętno
3106449193 | 2020-02-11T01:00:00 | WeightTraining | Core + ręce | 50 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
3090925740 | 2020-02-11T02:00:00 | Run | BS 2-3km+4 x1600(tempo 3.35-40)/1min odpoczynku+2x1km(tempo 3.20-25)/1min+5x200(33-35sek)/200+BS2-3km | 75 | 30 | 149 | 173 | 0 | 0 | 0 | 0 | 0 | 20 | 3.831 | 17100 | Od połowy treningu czuję mocno prawą łydkę, ciężki trening
3093501504 | 2020-02-12T01:00:00 | Swim | Technika + 7x100m@1:35 łapki  | 60 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2000 |
3093948353 | 2020-02-12T02:00:00 | Run | Na tętno 130-135 10-12km | 55 | 10 | 132 | 139 | 0 | 0 | 0 | 0 | 0 | 0 | 3.521 | 10700 | Dosyć niskie tętno
3096707595 | 2020-02-13T01:00:00 | BackcountrySki | Trzydniowiański Wierch | 270 | 0 | 122 | 161 | 0 | 0 | 0 | 0 | 0 | 1039 | 0 | 18400 |
3099282488 | 2020-02-14T01:00:00 | BackcountrySki | Pilsko | 210 | 10 | 114 | 143 | 0 | 0 | 0 | 0 | 0 | 1038 | 0 | 15000 |
3101602312 | 2020-02-15T01:00:00 | Run | BS 3km+3x3km(tempo 3.30-38)/2min odpoczynku +2-3km BS | 70 | 10 | 154 | 178 | 0 | 0 | 0 | 0 | 0 | 0 | 3.937 | 15400 | Ciężki trening, chyba troszkę zmęczony po dwóch dniach skiturów, średnie tętno na odcinkach 3km@3:30: 167, 168, 170
