0 | 2021-01-01T01:00:00 | Run | Tlen | 50 | 20 | 143 | 151 | 0 | 0 | 0 | 0 | 0 | 89 | 3.448 | 10100 | Niższe tętno niż ostatnio, bardzo delikatnie czuję stopę podczas biegania
4554614453 | 2021-01-02T01:00:00 | BackcountrySki | Jaworzyna x 3 | 160 | 0 | 136 | 170 | 0 | 0 | 0 | 0 | 0 | 1405 | 0 | 15300 |
0 | 2021-01-03T01:00:00 | WeightTraining | Nogi + core | 90 | 20 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | Naderwałem mięsień czworogłowy w lewym udzie
0 | 2021-01-04T01:00:00 | WeightTraining | Ręce + core | 70 | 15 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
0 | 2021-01-05T01:00:00 | WeightTraining | Core | 40 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
4576918958 | 2021-01-06T01:00:00 | BackcountrySki | Śnieżnica x 5 | 120 | 30 | 157 | 174 | 0 | 0 | 0 | 0 | 0 | 1485 | 0 | 12000 | Nie czuję uda ani kostki, wieczorem znacznie gorzej z kostką
0 | 2021-01-07T01:00:00 | Run | Tlen 12-14km | 45 | 10 | 142 | 148 | 0 | 0 | 0 | 0 | 0 | 10 | 3.521 | 9400 | Niższe tętno niż ostatnio, pod koniec czuję udo, nie czuję kostki podczas biegania, wieczorem gorzej z kostką
4587143350 | 2021-01-08T01:00:00 | BackcountrySki | Śnieżnica x 5 | 120 | 0 | 149 | 169 | 0 | 0 | 0 | 0 | 0 | 1354 | 0 | 11500 | Dużo niższe tętno niż ostatnio, nie czuję uda ani kostki, wieczorem znacznie gorzej z udem
0 | 2021-01-09T01:00:00 | Run | Tlen - 12-15km | 75 | 15 | 141 | 147 | 0 | 0 | 0 | 0 | 0 | 15 | 3.558 | 15300 | Niższe tętno po skiturach, Delikatnie czuję kostkę, nie czuję uda
0 | 2021-01-10T01:00:00 | Run | Tlen Lasek | 70 | 30 | 146 | 161 | 0 | 0 | 0 | 0 | 0 | 295 | 3.154 | 12300 | Dosyć wysokie tętno, Lekko czuję kostkę pod koniec, nie czuję uda
0 | 2021-01-10T02:00:00 | WeightTraining | Core | 30 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
4603421493 | 2021-01-11T01:00:00 | Ride | Big ring intervals - 11x1min | 65 | 10 | 140 | 174 | 81 | 263 | 0 | 60 | 0 | 75 | 8.333 | 31000 | Czujnik mocy źle zamontowany
0 | 2021-01-12T01:00:00 | WeightTraining | Nogi + core | 90 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | Bardzo delikatnie czuję udo
0 | 2021-01-13T01:00:00 | Run | Siła biegowa | 65 | 15 | 145 | 172 | 0 | 0 | 0 | 0 | 0 | 201 | 3.236 | 11900 | Śnieg, Lekko czuję kostkę podczas ćwiczeń, na biegu jest ok, udo przestało boleć
0 | 2021-01-14T01:00:00 | Run | Tlen lasek | 65 | 30 | 151 | 170 | 0 | 0 | 0 | 0 | 0 | 285 | 3.174 | 11800 | Śnieg, Lekko czuję kostkę
0 | 2021-01-15T01:00:00 | WeightTraining | Ręce + core | 45 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
0 | 2021-01-15T02:00:00 | Run | Tlen lasek | 95 | 30 | 150 | 170 | 0 | 0 | 0 | 0 | 0 | 450 | 3.3 | 18400 | Śnieg, Lekko czuję kostkę
4628918880 | 2021-01-16T01:00:00 | BackcountrySki | Gorce - Hala Turbacza | 210 | 10 | 119 | 150 | 0 | 0 | 0 | 0 | 0 | 769 | 0 | 13500 | Lekko czuję kostkę i udo po skiturach
4635777670 | 2021-01-17T01:00:00 | BackcountrySki | Gorce - Tobołów z Szymkiem | 150 | 10 | 118 | 161 | 0 | 0 | 0 | 0 | 0 | 410 | 0 | 10500 | Lekko czuję kostkę i udo po skiturach
4642512427 | 2021-01-18T01:00:00 | BackcountrySki | Przełęcz pod Kopą | 210 | 0 | 127 | 163 | 0 | 0 | 0 | 0 | 0 | 970 | 0 | 16100 | Lekko czuję kostkę i udo po skiturach
0 | 2021-01-19T01:00:00 | WeightTraining | Nogi + core | 105 | 15 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
4652354415 | 2021-01-20T01:00:00 | Run | Tlen Lasek - 20km | 110 | 20 | 146 | 158 | 0 | 0 | 0 | 0 | 0 | 495 | 3.154 | 20900 | Niższe tętno niz ostatnio, Czuję kostkę od 17km, po bieganiu znacznie gorzej, wieczorem mocno czuję
0 | 2021-01-21T01:00:00 | WeightTraining | Ręce + core | 80 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
0 | 2021-01-22T01:00:00 | Run | Siła biegowa - 12km | 70 | 20 | 147 | 174 | 0 | 0 | 0 | 0 | 0 | 295 | 3.215 | 13000 | Wysokie tętno - niewyspany, na bieganiu nie czuję kostki, lepiej niż ostatnio na sile biegowej, wieczorem lekko czuję kostkę
0 | 2021-01-23T01:00:00 | Run |  Rozruch 3km i 5-6x1,5km(tempo 3.40-45)/odpoczynek 1-1,5min | 65 | 20 | 153 | 174 | 0 | 0 | 0 | 0 | 0 | 4 | 3.773 | 14100 | Prawie nie czuję stopy podczas interwałów, całkiem dobry trening
4673694035 | 2021-01-24T01:00:00 | AlpineSki | Tobołów z Szymkiem | 80 | 15 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 83 | 0 | 17400 | Czuję prawą łydkę - przeciążona
0 | 2021-01-25T01:00:00 | WeightTraining | Ręce + core | 75 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
0 | 2021-01-26T01:00:00 | Run | BS 4km+6km w II zakresie (tętno do 160 - 165 maks) +1km truchtu | 45 | 20 | 151 | 165 | 0 | 0 | 0 | 0 | 0 | 11 | 3.831 | 10100 | Czuję prawą łydkę - przeciążona
0 | 2021-01-27T01:00:00 | WeightTraining | Ręce + core | 80 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
4694454089 | 2021-01-28T01:00:00 | BackcountrySki | Kopa Kondracka | 165 | 15 | 145 | 167 | 0 | 0 | 0 | 0 | 0 | 1092 | 0 | 17000 | Czuję prawą łydkę - przeciążona
4699854535 | 2021-01-29T01:00:00 | Run | Lasek | 100 | 20 | 147 | 165 | 0 | 0 | 0 | 0 | 0 | 448 | 3.267 | 19000 | Niższe tętno niż ostatnio, od 14km czuję lewą kostkę, wieczorem mocno czuję kostkę
4704977101 | 2021-01-30T01:00:00 | BackcountrySki | Chyrowa x 6 | 90 | 10 | 146 | 164 | 0 | 0 | 0 | 0 | 0 | 1133 | 0 | 10600 |
4711900219 | 2021-01-31T01:00:00 | BackcountrySki | Rawki | 200 | 10 | 121 | 154 | 0 | 0 | 0 | 0 | 0 | 913 | 0 | 14200 |
4716693222 | 2021-02-01T01:00:00 | BackcountrySki | Wielka Bukowa + Jaworzyna | 215 | 10 | 117 | 151 | 0 | 0 | 0 | 0 | 0 | 1001 | 0 | 17300 |
0 | 2021-02-02T01:00:00 | WeightTraining | Ręce + core | 75 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
0 | 2021-02-03T01:00:00 | Run | BS 4km+6km w II zakresie (tętno do 160 - 165 maks) +1km truchtu | 60 | 20 | 150 | 166 | 0 | 0 | 0 | 0 | 0 | 12 | 3.802 | 12600 | Tempo identyczne, jak tydzień temu
0 | 2021-02-04T01:00:00 | Run | Tlen | 55 | 20 | 138 | 143 | 0 | 0 | 0 | 0 | 0 | 10 | 3.521 | 10600 |
0 | 2021-02-05T01:00:00 | WeightTraining | Nogi + core | 90 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
4743677802 | 2021-02-06T01:00:00 | AlpineSki | Kasina z Szymkiem | 35 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 10400 |
0 | 2021-02-06T02:00:00 | Run | Siła biegowa - 12km | 65 | 10 | 143 | 170 | 0 | 0 | 0 | 0 | 0 | 208 | 3.154 | 11200 | Pod koniec treningu czuję dosyć mocno kostkę
4751039659 | 2021-02-07T01:00:00 | Run | Lasek - 20km | 105 | 20 | 143 | 164 | 0 | 0 | 0 | 0 | 0 | 404 | 3.164 | 17600 |
0 | 2021-02-08T01:00:00 | WeightTraining | Nogi + core | 90 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
0 | 2021-02-09T01:00:00 | Run | BS 4km+6km w II zakresie (tętno do 160 - 165 maks) +1km truchtu | 50 | 15 | 149 | 165 | 0 | 0 | 0 | 0 | 0 | 11 | 3.787 | 11000 | Cały bieg po śniegu, tętno niższe niż tydzień temu - 6km/4:01/160
4765897261 | 2021-02-10T01:00:00 | Run | Lasek | 105 | 15 | 149 | 170 | 0 | 0 | 0 | 0 | 0 | 491 | 3.311 | 19900 | Od 14km mocno czuję lewą kostkę, wieczorem bardzo słabo
0 | 2021-02-11T01:00:00 | WeightTraining | Ręce + core | 75 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
0 | 2021-02-12T01:00:00 | Run | Tlen | 55 | 20 | 140 | 145 | 0 | 0 | 0 | 0 | 0 | 82 | 3.546 | 11000 | Bieg po śniegu
4781439807 | 2021-02-13T01:00:00 | BackcountrySki | Paportna | 240 | 10 | 125 | 158 | 0 | 0 | 0 | 0 | 0 | 1140 | 0 | 17600 |
4786029916 | 2021-02-14T01:00:00 | BackcountrySki | Magura x 5 | 140 | 10 | 140 | 156 | 0 | 0 | 0 | 0 | 0 | 1281 | 0 | 12800 | Wypadek, mocno stłuczone lewe udo i prawe kolano
